index,filename,scene_label,city,location,segment,device,encoded,decoded,sum,count,mean,ranks
1801,audio/bus-barcelona-17-701-a.wav,bus,barcelona,17,701,a,1,bus,334.0,357.0,0.9355742296918768,0.14191340337472141
1802,audio/bus-barcelona-17-702-a.wav,bus,barcelona,17,702,a,1,bus,336.0,357.0,0.9411764705882353,0.12368672397325692
1803,audio/bus-barcelona-17-703-a.wav,bus,barcelona,17,703,a,1,bus,296.0,357.0,0.8291316526610645,0.6304520853231455
1804,audio/bus-barcelona-17-704-a.wav,bus,barcelona,17,704,a,1,bus,306.0,357.0,0.8571428571428571,0.5067653613498886
1805,audio/bus-barcelona-17-705-a.wav,bus,barcelona,17,705,a,1,bus,317.0,357.0,0.8879551820728291,0.3595192613817256
1806,audio/bus-barcelona-17-706-a.wav,bus,barcelona,17,706,a,1,bus,309.0,357.0,0.865546218487395,0.4713467048710602
1843,audio/bus-helsinki-19-743-a.wav,bus,helsinki,19,743,a,1,bus,342.0,357.0,0.957983193277311,0.07847819165870742
1844,audio/bus-helsinki-19-744-a.wav,bus,helsinki,19,744,a,1,bus,334.0,357.0,0.9355742296918768,0.1419929958611907
1845,audio/bus-helsinki-19-745-a.wav,bus,helsinki,19,745,a,1,bus,298.0,357.0,0.834733893557423,0.6065743393823623
1846,audio/bus-helsinki-19-746-a.wav,bus,helsinki,19,746,a,1,bus,333.0,357.0,0.9327731092436975,0.15273798153454313
1847,audio/bus-helsinki-19-747-a.wav,bus,helsinki,19,747,a,1,bus,327.0,357.0,0.9159663865546218,0.22015281757402103
1848,audio/bus-helsinki-19-748-a.wav,bus,helsinki,19,748,a,1,bus,319.0,357.0,0.8935574229691877,0.3282394141992996
1849,audio/bus-helsinki-19-749-a.wav,bus,helsinki,19,749,a,1,bus,305.0,357.0,0.8543417366946778,0.5184654568608723
1850,audio/bus-helsinki-19-750-a.wav,bus,helsinki,19,750,a,1,bus,336.0,357.0,0.9411764705882353,0.1237663164597262
1851,audio/bus-helsinki-19-751-a.wav,bus,helsinki,19,751,a,1,bus,327.0,357.0,0.9159663865546218,0.2202324100604903
1852,audio/bus-helsinki-19-752-a.wav,bus,helsinki,19,752,a,1,bus,313.0,357.0,0.876750700280112,0.4150748169372811
1853,audio/bus-helsinki-19-753-a.wav,bus,helsinki,19,753,a,1,bus,310.0,357.0,0.8683473389355743,0.45741801973893664
1854,audio/bus-helsinki-19-754-a.wav,bus,helsinki,19,754,a,1,bus,308.0,357.0,0.8627450980392157,0.48400191021967526
1855,audio/bus-helsinki-19-755-a.wav,bus,helsinki,19,755,a,1,bus,337.0,357.0,0.9439775910364145,0.11548869786692137
1856,audio/bus-helsinki-19-756-a.wav,bus,helsinki,19,756,a,1,bus,304.0,357.0,0.8515406162464986,0.5325533269659344
1857,audio/bus-helsinki-19-757-a.wav,bus,helsinki,19,757,a,1,bus,316.0,357.0,0.8851540616246498,0.37400509391913406
1858,audio/bus-helsinki-19-758-a.wav,bus,helsinki,19,758,a,1,bus,292.0,357.0,0.8179271708683473,0.6825055714740529
1859,audio/bus-helsinki-19-759-a.wav,bus,helsinki,19,759,a,1,bus,326.0,357.0,0.9131652661064426,0.2328080229226361
1860,audio/bus-helsinki-19-760-a.wav,bus,helsinki,19,760,a,1,bus,328.0,357.0,0.9187675070028011,0.2082139446036294
1861,audio/bus-helsinki-19-761-a.wav,bus,helsinki,19,761,a,1,bus,323.0,357.0,0.9047619047619048,0.2714899713467049
1862,audio/bus-helsinki-19-762-a.wav,bus,helsinki,19,762,a,1,bus,313.0,357.0,0.876750700280112,0.4151544094237504
1863,audio/bus-helsinki-19-763-a.wav,bus,helsinki,19,763,a,1,bus,324.0,357.0,0.907563025210084,0.2579592486469277
1864,audio/bus-helsinki-19-764-a.wav,bus,helsinki,19,764,a,1,bus,339.0,357.0,0.9495798319327731,0.09949060808659663
1865,audio/bus-helsinki-19-765-a.wav,bus,helsinki,19,765,a,1,bus,317.0,357.0,0.8879551820728291,0.35959885386819485
1866,audio/bus-helsinki-19-766-a.wav,bus,helsinki,19,766,a,1,bus,324.0,357.0,0.907563025210084,0.25803884113339703
1867,audio/bus-helsinki-19-767-a.wav,bus,helsinki,19,767,a,1,bus,321.0,357.0,0.8991596638655462,0.2994269340974212
1868,audio/bus-helsinki-19-768-a.wav,bus,helsinki,19,768,a,1,bus,328.0,357.0,0.9187675070028011,0.2082935370900987
1869,audio/bus-helsinki-19-769-a.wav,bus,helsinki,19,769,a,1,bus,314.0,357.0,0.8795518207282913,0.40297675899395097
1870,audio/bus-helsinki-19-770-a.wav,bus,helsinki,19,770,a,1,bus,335.0,357.0,0.938375350140056,0.13236230499840815
1871,audio/bus-helsinki-19-771-a.wav,bus,helsinki,19,771,a,1,bus,325.0,357.0,0.9103641456582633,0.24379178605539636
1872,audio/bus-helsinki-19-772-a.wav,bus,helsinki,19,772,a,1,bus,314.0,357.0,0.8795518207282913,0.40305635148042024
1873,audio/bus-helsinki-19-773-a.wav,bus,helsinki,19,773,a,1,bus,322.0,357.0,0.9019607843137255,0.28517987901942055
1874,audio/bus-helsinki-19-774-a.wav,bus,helsinki,19,774,a,1,bus,338.0,357.0,0.9467787114845938,0.10776822667940146
1875,audio/bus-helsinki-19-775-a.wav,bus,helsinki,19,775,a,1,bus,334.0,357.0,0.9355742296918768,0.14207258834765998
1876,audio/bus-helsinki-19-776-a.wav,bus,helsinki,19,776,a,1,bus,324.0,357.0,0.907563025210084,0.2581184336198663
1877,audio/bus-helsinki-19-777-a.wav,bus,helsinki,19,777,a,1,bus,323.0,357.0,0.9047619047619048,0.27156956383317415
1878,audio/bus-helsinki-19-778-a.wav,bus,helsinki,19,778,a,1,bus,328.0,357.0,0.9187675070028011,0.20837312957656798
1879,audio/bus-helsinki-19-779-a.wav,bus,helsinki,19,779,a,1,bus,332.0,357.0,0.9299719887955182,0.16260744985673353
1880,audio/bus-helsinki-20-780-a.wav,bus,helsinki,20,780,a,1,bus,311.0,357.0,0.8711484593837535,0.44317096466093603
1881,audio/bus-helsinki-20-781-a.wav,bus,helsinki,20,781,a,1,bus,316.0,357.0,0.8851540616246498,0.37408468640560333
1882,audio/bus-helsinki-20-782-a.wav,bus,helsinki,20,782,a,1,bus,316.0,357.0,0.8851540616246498,0.3741642788920726
1883,audio/bus-helsinki-20-783-a.wav,bus,helsinki,20,783,a,1,bus,334.0,357.0,0.9355742296918768,0.14215218083412925
1884,audio/bus-helsinki-20-784-a.wav,bus,helsinki,20,784,a,1,bus,319.0,357.0,0.8935574229691877,0.32831900668576885
1885,audio/bus-helsinki-20-785-a.wav,bus,helsinki,20,785,a,1,bus,338.0,357.0,0.9467787114845938,0.10784781916587075
1886,audio/bus-helsinki-20-786-a.wav,bus,helsinki,20,786,a,1,bus,329.0,357.0,0.9215686274509803,0.1957179242279529
1887,audio/bus-helsinki-20-787-a.wav,bus,helsinki,20,787,a,1,bus,331.0,357.0,0.927170868347339,0.17653613498885706
1888,audio/bus-helsinki-20-788-a.wav,bus,helsinki,20,788,a,1,bus,328.0,357.0,0.9187675070028011,0.20845272206303725
1889,audio/bus-helsinki-20-789-a.wav,bus,helsinki,20,789,a,1,bus,307.0,357.0,0.8599439775910365,0.4954632282712512
1890,audio/bus-helsinki-20-790-a.wav,bus,helsinki,20,790,a,1,bus,339.0,357.0,0.9495798319327731,0.0995702005730659
1891,audio/bus-helsinki-20-791-a.wav,bus,helsinki,20,791,a,1,bus,325.0,357.0,0.9103641456582633,0.24387137854186564
1892,audio/bus-helsinki-20-792-a.wav,bus,helsinki,20,792,a,1,bus,320.0,357.0,0.896358543417367,0.31470869149952246
1893,audio/bus-helsinki-20-793-a.wav,bus,helsinki,20,793,a,1,bus,330.0,357.0,0.9243697478991597,0.18624641833810887
1894,audio/bus-helsinki-20-794-a.wav,bus,helsinki,20,794,a,1,bus,338.0,357.0,0.9467787114845938,0.10792741165234002
1895,audio/bus-helsinki-20-795-a.wav,bus,helsinki,20,795,a,1,bus,335.0,357.0,0.938375350140056,0.13244189748487742
1896,audio/bus-helsinki-20-796-a.wav,bus,helsinki,20,796,a,1,bus,326.0,357.0,0.9131652661064426,0.23288761540910538
1897,audio/bus-helsinki-20-797-a.wav,bus,helsinki,20,797,a,1,bus,316.0,357.0,0.8851540616246498,0.37424387137854187
1898,audio/bus-helsinki-20-798-a.wav,bus,helsinki,20,798,a,1,bus,328.0,357.0,0.9187675070028011,0.20853231454950652
1899,audio/bus-helsinki-20-799-a.wav,bus,helsinki,20,799,a,1,bus,332.0,357.0,0.9299719887955182,0.1626870423432028
1900,audio/bus-helsinki-20-800-a.wav,bus,helsinki,20,800,a,1,bus,340.0,357.0,0.9523809523809523,0.09177013689907673
1901,audio/bus-helsinki-20-801-a.wav,bus,helsinki,20,801,a,1,bus,317.0,357.0,0.8879551820728291,0.3596784463546641
1902,audio/bus-helsinki-20-802-a.wav,bus,helsinki,20,802,a,1,bus,326.0,357.0,0.9131652661064426,0.23296720789557465
1903,audio/bus-helsinki-20-803-a.wav,bus,helsinki,20,803,a,1,bus,332.0,357.0,0.9299719887955182,0.16276663482967207
1904,audio/bus-helsinki-20-804-a.wav,bus,helsinki,20,804,a,1,bus,320.0,357.0,0.896358543417367,0.31478828398599173
1905,audio/bus-helsinki-20-805-a.wav,bus,helsinki,20,805,a,1,bus,333.0,357.0,0.9327731092436975,0.15281757402101243
1906,audio/bus-helsinki-20-806-a.wav,bus,helsinki,20,806,a,1,bus,324.0,357.0,0.907563025210084,0.2581980261063356
1907,audio/bus-london-21-807-a.wav,bus,london,21,807,a,1,bus,324.0,357.0,0.907563025210084,0.25827761859280485
1908,audio/bus-london-21-808-a.wav,bus,london,21,808,a,1,bus,322.0,357.0,0.9019607843137255,0.2852594715058898
1909,audio/bus-london-21-809-a.wav,bus,london,21,809,a,1,bus,319.0,357.0,0.8935574229691877,0.3283985991722381
1910,audio/bus-london-21-810-a.wav,bus,london,21,810,a,1,bus,302.0,357.0,0.84593837535014,0.5585800700413881
1911,audio/bus-london-21-811-a.wav,bus,london,21,811,a,1,bus,330.0,357.0,0.9243697478991597,0.18632601082457817
1912,audio/bus-london-21-812-a.wav,bus,london,21,812,a,1,bus,338.0,357.0,0.9467787114845938,0.1080070041388093
1913,audio/bus-london-21-813-a.wav,bus,london,21,813,a,1,bus,332.0,357.0,0.9299719887955182,0.16284622731614135
1914,audio/bus-london-21-814-a.wav,bus,london,21,814,a,1,bus,337.0,357.0,0.9439775910364145,0.11556829035339064
1915,audio/bus-london-21-815-a.wav,bus,london,21,815,a,1,bus,322.0,357.0,0.9019607843137255,0.28533906399235914
1916,audio/bus-london-21-816-a.wav,bus,london,21,816,a,1,bus,323.0,357.0,0.9047619047619048,0.2716491563196434
1917,audio/bus-london-21-817-a.wav,bus,london,21,817,a,1,bus,266.0,357.0,0.7450980392156863,0.894380770455269
1918,audio/bus-london-21-818-a.wav,bus,london,21,818,a,1,bus,326.0,357.0,0.9131652661064426,0.23304680038204392
1919,audio/bus-london-21-819-a.wav,bus,london,21,819,a,1,bus,313.0,357.0,0.876750700280112,0.4152340019102197
1920,audio/bus-london-21-820-a.wav,bus,london,21,820,a,1,bus,332.0,357.0,0.9299719887955182,0.16292581980261064
1921,audio/bus-london-21-821-a.wav,bus,london,21,821,a,1,bus,319.0,357.0,0.8935574229691877,0.3284781916587074
1922,audio/bus-london-21-822-a.wav,bus,london,21,822,a,1,bus,317.0,357.0,0.8879551820728291,0.3597580388411334
1923,audio/bus-london-21-823-a.wav,bus,london,21,823,a,1,bus,313.0,357.0,0.876750700280112,0.41531359439668897
1924,audio/bus-london-21-824-a.wav,bus,london,21,824,a,1,bus,337.0,357.0,0.9439775910364145,0.11564788283985991
1925,audio/bus-london-21-825-a.wav,bus,london,21,825,a,1,bus,328.0,357.0,0.9187675070028011,0.2086119070359758
1926,audio/bus-london-21-826-a.wav,bus,london,21,826,a,1,bus,332.0,357.0,0.9299719887955182,0.16300541228907992
1927,audio/bus-london-22-827-a.wav,bus,london,22,827,a,1,bus,327.0,357.0,0.9159663865546218,0.22031200254695957
1928,audio/bus-london-22-828-a.wav,bus,london,22,828,a,1,bus,311.0,357.0,0.8711484593837535,0.4432505571474053
1929,audio/bus-london-22-829-a.wav,bus,london,22,829,a,1,bus,321.0,357.0,0.8991596638655462,0.2995065265838905
1930,audio/bus-london-22-830-a.wav,bus,london,22,830,a,1,bus,335.0,357.0,0.938375350140056,0.13252148997134672
1931,audio/bus-london-22-831-a.wav,bus,london,22,831,a,1,bus,332.0,357.0,0.9299719887955182,0.16308500477554919
1932,audio/bus-london-22-832-a.wav,bus,london,22,832,a,1,bus,321.0,357.0,0.8991596638655462,0.29958611907035976
1933,audio/bus-london-22-833-a.wav,bus,london,22,833,a,1,bus,316.0,357.0,0.8851540616246498,0.37432346386501114
1934,audio/bus-london-22-834-a.wav,bus,london,22,834,a,1,bus,317.0,357.0,0.8879551820728291,0.35983763132760266
1935,audio/bus-london-22-835-a.wav,bus,london,22,835,a,1,bus,294.0,357.0,0.8235294117647058,0.6569563833174148
1936,audio/bus-london-22-836-a.wav,bus,london,22,836,a,1,bus,305.0,357.0,0.8543417366946778,0.5185450493473416
1937,audio/bus-london-22-837-a.wav,bus,london,22,837,a,1,bus,338.0,357.0,0.9467787114845938,0.10808659662527857
1938,audio/bus-london-22-838-a.wav,bus,london,22,838,a,1,bus,321.0,357.0,0.8991596638655462,0.29966571155682903
1939,audio/bus-london-22-839-a.wav,bus,london,22,839,a,1,bus,329.0,357.0,0.9215686274509803,0.19579751671442217
1940,audio/bus-london-22-840-a.wav,bus,london,22,840,a,1,bus,320.0,357.0,0.896358543417367,0.314867876472461
1941,audio/bus-london-22-841-a.wav,bus,london,22,841,a,1,bus,305.0,357.0,0.8543417366946778,0.5186246418338109
1942,audio/bus-london-22-842-a.wav,bus,london,22,842,a,1,bus,331.0,357.0,0.927170868347339,0.17661572747532633
1943,audio/bus-london-22-843-a.wav,bus,london,22,843,a,1,bus,325.0,357.0,0.9103641456582633,0.24395097102833493
1944,audio/bus-london-22-844-a.wav,bus,london,22,844,a,1,bus,322.0,357.0,0.9019607843137255,0.2854186564788284
1945,audio/bus-london-22-845-a.wav,bus,london,22,845,a,1,bus,338.0,357.0,0.9467787114845938,0.10816618911174786
1946,audio/bus-london-22-846-a.wav,bus,london,22,846,a,1,bus,304.0,357.0,0.8515406162464986,0.5326329194524037
1947,audio/bus-london-23-847-a.wav,bus,london,23,847,a,1,bus,335.0,357.0,0.938375350140056,0.132601082457816
1948,audio/bus-london-23-848-a.wav,bus,london,23,848,a,1,bus,337.0,357.0,0.9439775910364145,0.1157274753263292
1949,audio/bus-london-23-849-a.wav,bus,london,23,849,a,1,bus,314.0,357.0,0.8795518207282913,0.4031359439668895
1950,audio/bus-london-23-850-a.wav,bus,london,23,850,a,1,bus,332.0,357.0,0.9299719887955182,0.16316459726201846
1951,audio/bus-london-23-851-a.wav,bus,london,23,851,a,1,bus,309.0,357.0,0.865546218487395,0.47142629735752944
1952,audio/bus-london-23-852-a.wav,bus,london,23,852,a,1,bus,327.0,357.0,0.9159663865546218,0.22039159503342884
1953,audio/bus-london-23-853-a.wav,bus,london,23,853,a,1,bus,319.0,357.0,0.8935574229691877,0.32855778414517667
1954,audio/bus-london-23-854-a.wav,bus,london,23,854,a,1,bus,326.0,357.0,0.9131652661064426,0.23312639286851322
1955,audio/bus-london-23-855-a.wav,bus,london,23,855,a,1,bus,324.0,357.0,0.907563025210084,0.2583572110792741
1956,audio/bus-london-23-856-a.wav,bus,london,23,856,a,1,bus,328.0,357.0,0.9187675070028011,0.2086914995224451
1957,audio/bus-london-23-857-a.wav,bus,london,23,857,a,1,bus,305.0,357.0,0.8543417366946778,0.5187042343202801
1958,audio/bus-london-23-858-a.wav,bus,london,23,858,a,1,bus,333.0,357.0,0.9327731092436975,0.1528971665074817
1959,audio/bus-london-23-859-a.wav,bus,london,23,859,a,1,bus,313.0,357.0,0.876750700280112,0.41539318688315824
1960,audio/bus-london-24-860-a.wav,bus,london,24,860,a,1,bus,321.0,357.0,0.8991596638655462,0.2997453040432983
1961,audio/bus-london-24-861-a.wav,bus,london,24,861,a,1,bus,333.0,357.0,0.9327731092436975,0.15297675899395097
1962,audio/bus-london-24-862-a.wav,bus,london,24,862,a,1,bus,330.0,357.0,0.9243697478991597,0.18640560331104744
1963,audio/bus-london-24-863-a.wav,bus,london,24,863,a,1,bus,325.0,357.0,0.9103641456582633,0.2440305635148042
1964,audio/bus-london-24-864-a.wav,bus,london,24,864,a,1,bus,315.0,357.0,0.8823529411764706,0.3869786692136262
1965,audio/bus-london-24-865-a.wav,bus,london,24,865,a,1,bus,306.0,357.0,0.8571428571428571,0.5068449538363579
1966,audio/bus-london-24-866-a.wav,bus,london,24,866,a,1,bus,329.0,357.0,0.9215686274509803,0.19587710920089144
1967,audio/bus-london-24-867-a.wav,bus,london,24,867,a,1,bus,335.0,357.0,0.938375350140056,0.13268067494428526
1968,audio/bus-london-24-868-a.wav,bus,london,24,868,a,1,bus,320.0,357.0,0.896358543417367,0.3149474689589303
1969,audio/bus-london-24-869-a.wav,bus,london,24,869,a,1,bus,315.0,357.0,0.8823529411764706,0.3870582617000955
1970,audio/bus-london-25-870-a.wav,bus,london,25,870,a,1,bus,309.0,357.0,0.865546218487395,0.4715058898439987
1971,audio/bus-london-25-871-a.wav,bus,london,25,871,a,1,bus,325.0,357.0,0.9103641456582633,0.24411015600127348
1972,audio/bus-london-25-872-a.wav,bus,london,25,872,a,1,bus,315.0,357.0,0.8823529411764706,0.38713785418656477
1973,audio/bus-london-25-873-a.wav,bus,london,25,873,a,1,bus,329.0,357.0,0.9215686274509803,0.1959567016873607
1974,audio/bus-london-25-874-a.wav,bus,london,25,874,a,1,bus,327.0,357.0,0.9159663865546218,0.2204711875198981
1975,audio/bus-london-25-875-a.wav,bus,london,25,875,a,1,bus,339.0,357.0,0.9495798319327731,0.09964979305953518
1976,audio/bus-london-25-876-a.wav,bus,london,25,876,a,1,bus,324.0,357.0,0.907563025210084,0.2584368035657434
1977,audio/bus-london-25-877-a.wav,bus,london,25,877,a,1,bus,318.0,357.0,0.8907563025210085,0.3445558739255014
1978,audio/bus-london-25-878-a.wav,bus,london,25,878,a,1,bus,316.0,357.0,0.8851540616246498,0.3744030563514804
1979,audio/bus-london-25-879-a.wav,bus,london,25,879,a,1,bus,318.0,357.0,0.8907563025210085,0.34463546641197074
1980,audio/bus-london-25-880-a.wav,bus,london,25,880,a,1,bus,314.0,357.0,0.8795518207282913,0.4032155364533588
1981,audio/bus-london-25-881-a.wav,bus,london,25,881,a,1,bus,321.0,357.0,0.8991596638655462,0.29982489652976757
1982,audio/bus-london-25-882-a.wav,bus,london,25,882,a,1,bus,326.0,357.0,0.9131652661064426,0.2332059853549825
1983,audio/bus-london-25-883-a.wav,bus,london,25,883,a,1,bus,334.0,357.0,0.9355742296918768,0.14223177332059853
1984,audio/bus-london-25-884-a.wav,bus,london,25,884,a,1,bus,337.0,357.0,0.9439775910364145,0.11580706781279847
1985,audio/bus-london-25-885-a.wav,bus,london,25,885,a,1,bus,336.0,357.0,0.9411764705882353,0.12384590894619547
1986,audio/bus-london-25-886-a.wav,bus,london,25,886,a,1,bus,332.0,357.0,0.9299719887955182,0.16324418974848776
1987,audio/bus-london-25-887-a.wav,bus,london,25,887,a,1,bus,333.0,357.0,0.9327731092436975,0.15305635148042024
1988,audio/bus-london-25-888-a.wav,bus,london,25,888,a,1,bus,326.0,357.0,0.9131652661064426,0.23328557784145176
1989,audio/bus-london-25-889-a.wav,bus,london,25,889,a,1,bus,344.0,357.0,0.9635854341736695,0.0651862464183381
1990,audio/bus-london-25-890-a.wav,bus,london,25,890,a,1,bus,335.0,357.0,0.938375350140056,0.13276026743075453
1991,audio/bus-london-25-891-a.wav,bus,london,25,891,a,1,bus,338.0,357.0,0.9467787114845938,0.10824578159821713
1992,audio/bus-london-25-892-a.wav,bus,london,25,892,a,1,bus,332.0,357.0,0.9299719887955182,0.16332378223495703
1993,audio/bus-london-25-893-a.wav,bus,london,25,893,a,1,bus,340.0,357.0,0.9523809523809523,0.091849729385546
1994,audio/bus-london-25-894-a.wav,bus,london,25,894,a,1,bus,322.0,357.0,0.9019607843137255,0.2854982489652977
1995,audio/bus-london-25-895-a.wav,bus,london,25,895,a,1,bus,343.0,357.0,0.9607843137254902,0.07099649793059536
1996,audio/bus-london-25-896-a.wav,bus,london,25,896,a,1,bus,346.0,357.0,0.969187675070028,0.05460044571792423
1997,audio/bus-london-25-897-a.wav,bus,london,25,897,a,1,bus,333.0,357.0,0.9327731092436975,0.15313594396688954
1998,audio/bus-london-25-898-a.wav,bus,london,25,898,a,1,bus,328.0,357.0,0.9187675070028011,0.20877109200891436
1999,audio/bus-london-25-899-a.wav,bus,london,25,899,a,1,bus,310.0,357.0,0.8683473389355743,0.4574976122254059
2000,audio/bus-london-25-900-a.wav,bus,london,25,900,a,1,bus,330.0,357.0,0.9243697478991597,0.1864851957975167
2001,audio/bus-london-25-901-a.wav,bus,london,25,901,a,1,bus,337.0,357.0,0.9439775910364145,0.11588666029926775
2002,audio/bus-london-25-902-a.wav,bus,london,25,902,a,1,bus,338.0,357.0,0.9467787114845938,0.1083253740846864
2003,audio/bus-london-25-903-a.wav,bus,london,25,903,a,1,bus,335.0,357.0,0.938375350140056,0.1328398599172238
2004,audio/bus-london-25-904-a.wav,bus,london,25,904,a,1,bus,323.0,357.0,0.9047619047619048,0.2717287488061127
2005,audio/bus-london-25-905-a.wav,bus,london,25,905,a,1,bus,335.0,357.0,0.938375350140056,0.1329194524036931
2006,audio/bus-london-25-906-a.wav,bus,london,25,906,a,1,bus,331.0,357.0,0.927170868347339,0.1766953199617956
2007,audio/bus-london-25-907-a.wav,bus,london,25,907,a,1,bus,324.0,357.0,0.907563025210084,0.25851639605221266
2008,audio/bus-london-25-908-a.wav,bus,london,25,908,a,1,bus,337.0,357.0,0.9439775910364145,0.11596625278573702
2009,audio/bus-london-25-909-a.wav,bus,london,25,909,a,1,bus,335.0,357.0,0.938375350140056,0.13299904489016237
2010,audio/bus-london-25-910-a.wav,bus,london,25,910,a,1,bus,311.0,357.0,0.8711484593837535,0.44333014963387457
2011,audio/bus-paris-26-911-a.wav,bus,paris,26,911,a,1,bus,342.0,357.0,0.957983193277311,0.0785577841451767
2012,audio/bus-paris-26-912-a.wav,bus,paris,26,912,a,1,bus,329.0,357.0,0.9215686274509803,0.19603629417382998
2013,audio/bus-paris-26-913-a.wav,bus,paris,26,913,a,1,bus,332.0,357.0,0.9299719887955182,0.1634033747214263
2014,audio/bus-paris-26-914-a.wav,bus,paris,26,914,a,1,bus,336.0,357.0,0.9411764705882353,0.12392550143266476
2015,audio/bus-paris-26-915-a.wav,bus,paris,26,915,a,1,bus,330.0,357.0,0.9243697478991597,0.18656478828398598
2016,audio/bus-paris-26-916-a.wav,bus,paris,26,916,a,1,bus,340.0,357.0,0.9523809523809523,0.09192932187201529
2017,audio/bus-paris-26-917-a.wav,bus,paris,26,917,a,1,bus,346.0,357.0,0.969187675070028,0.0546800382043935
2018,audio/bus-paris-26-918-a.wav,bus,paris,26,918,a,1,bus,333.0,357.0,0.9327731092436975,0.1532155364533588
2019,audio/bus-paris-26-919-a.wav,bus,paris,26,919,a,1,bus,342.0,357.0,0.957983193277311,0.07863737663164597
2020,audio/bus-paris-26-920-a.wav,bus,paris,26,920,a,1,bus,324.0,357.0,0.907563025210084,0.25859598853868193
2021,audio/bus-paris-26-921-a.wav,bus,paris,26,921,a,1,bus,336.0,357.0,0.9411764705882353,0.12400509391913403
2022,audio/bus-paris-26-922-a.wav,bus,paris,26,922,a,1,bus,344.0,357.0,0.9635854341736695,0.06526583890480739
2023,audio/bus-paris-26-923-a.wav,bus,paris,26,923,a,1,bus,343.0,357.0,0.9607843137254902,0.07107609041706463
2024,audio/bus-paris-26-924-a.wav,bus,paris,26,924,a,1,bus,329.0,357.0,0.9215686274509803,0.19611588666029928
2025,audio/bus-paris-27-925-a.wav,bus,paris,27,925,a,1,bus,331.0,357.0,0.927170868347339,0.17677491244826488
2026,audio/bus-paris-27-926-a.wav,bus,paris,27,926,a,1,bus,327.0,357.0,0.9159663865546218,0.2205507800063674
2027,audio/bus-paris-27-927-a.wav,bus,paris,27,927,a,1,bus,328.0,357.0,0.9187675070028011,0.20885068449538363
2028,audio/bus-paris-27-928-a.wav,bus,paris,27,928,a,1,bus,327.0,357.0,0.9159663865546218,0.22063037249283668
2029,audio/bus-paris-27-929-a.wav,bus,paris,27,929,a,1,bus,339.0,357.0,0.9495798319327731,0.09972938554600445
2030,audio/bus-paris-27-930-a.wav,bus,paris,27,930,a,1,bus,315.0,357.0,0.8823529411764706,0.38721744667303404
2031,audio/bus-paris-27-931-a.wav,bus,paris,27,931,a,1,bus,327.0,357.0,0.9159663865546218,0.22070996497930595
2032,audio/bus-paris-27-932-a.wav,bus,paris,27,932,a,1,bus,342.0,357.0,0.957983193277311,0.07871696911811525
2033,audio/bus-paris-27-933-a.wav,bus,paris,27,933,a,1,bus,342.0,357.0,0.957983193277311,0.07879656160458452
2034,audio/bus-paris-27-934-a.wav,bus,paris,27,934,a,1,bus,341.0,357.0,0.9551820728291317,0.08444762814390322
2035,audio/bus-paris-27-935-a.wav,bus,paris,27,935,a,1,bus,343.0,357.0,0.9607843137254902,0.07115568290353391
2036,audio/bus-paris-27-936-a.wav,bus,paris,27,936,a,1,bus,305.0,357.0,0.8543417366946778,0.5187838268067494
2037,audio/bus-paris-27-937-a.wav,bus,paris,27,937,a,1,bus,335.0,357.0,0.938375350140056,0.13307863737663164
2038,audio/bus-paris-27-938-a.wav,bus,paris,27,938,a,1,bus,335.0,357.0,0.938375350140056,0.1331582298631009
2039,audio/bus-paris-28-939-a.wav,bus,paris,28,939,a,1,bus,343.0,357.0,0.9607843137254902,0.07123527539000318
2040,audio/bus-paris-28-940-a.wav,bus,paris,28,940,a,1,bus,333.0,357.0,0.9327731092436975,0.15329512893982808
2041,audio/bus-paris-28-941-a.wav,bus,paris,28,941,a,1,bus,326.0,357.0,0.9131652661064426,0.23336517032792103
2042,audio/bus-paris-28-942-a.wav,bus,paris,28,942,a,1,bus,326.0,357.0,0.9131652661064426,0.23344476281439033
2043,audio/bus-paris-28-943-a.wav,bus,paris,28,943,a,1,bus,334.0,357.0,0.9355742296918768,0.14231136580706782
2044,audio/bus-paris-28-944-a.wav,bus,paris,28,944,a,1,bus,337.0,357.0,0.9439775910364145,0.11604584527220631
2045,audio/bus-paris-28-945-a.wav,bus,paris,28,945,a,1,bus,321.0,357.0,0.8991596638655462,0.29990448901623684
2046,audio/bus-paris-28-946-a.wav,bus,paris,28,946,a,1,bus,301.0,357.0,0.8431372549019608,0.5698822031200255
2047,audio/bus-paris-28-947-a.wav,bus,paris,28,947,a,1,bus,336.0,357.0,0.9411764705882353,0.12408468640560331
2048,audio/bus-paris-28-948-a.wav,bus,paris,28,948,a,1,bus,329.0,357.0,0.9215686274509803,0.19619547914676855
2049,audio/bus-paris-28-949-a.wav,bus,paris,28,949,a,1,bus,332.0,357.0,0.9299719887955182,0.16348296720789557
2050,audio/bus-paris-28-950-a.wav,bus,paris,28,950,a,1,bus,325.0,357.0,0.9103641456582633,0.24418974848774275
2051,audio/bus-paris-28-951-a.wav,bus,paris,28,951,a,1,bus,327.0,357.0,0.9159663865546218,0.22078955746577522
2052,audio/bus-paris-29-952-a.wav,bus,paris,29,952,a,1,bus,295.0,357.0,0.8263305322128851,0.6441419929958612
2053,audio/bus-paris-29-953-a.wav,bus,paris,29,953,a,1,bus,294.0,357.0,0.8235294117647058,0.6570359758038841
